id,莆仙话,拼音,国际音标,释义,例句_莆仙话,例句_普通话,文化注释,来源
5019,刣头,tai2tao2,thai21thau13,砍头：△折本厄生理无侬做，～厄生理有侬去（做生意的目的就是为了赚钱，有的生意人甚至冒砍头危险）。,,,,hinghwa-RAG词典
5020,刣猪,tai2dü1,thai21ly533,杀猪。,,,,hinghwa-RAG词典
5021,刣猪刀,tai2dü1do1,thai21ly13lo533,杀猪刀。,,,,hinghwa-RAG词典
5022,刣猪店,tai2dü1de4,thai21ly13le42,卖猪肉的店铺。也称肉店。,,,,hinghwa-RAG词典
5023,刣猪砧,tai2dü1diang1,thai21ly13tiaŋ533,剁猪肉骨头之类的厚重整段木头。,,,,hinghwa-RAG词典
5024,泰福,tai4häk6,thai13ɒ21,快活：坐者架车大～。②安逸；幸福：伊今大～，囝孙都有工作咯。△辛苦做，～食（只有辛勤劳动，才能换得幸福的生活）。,,,,hinghwa-RAG词典
5025,塌,tak6,thaʔ1,凹，与”土（凸）相对：地下～蜀窠（地面凹成一个坑）②亏本：生理做无趁，复乞～几千（生意没赚钱，还亏了几千元）。③（店铺）倒闭：～店。,,,,hinghwa-RAG词典
5026,塌店,tak6de4,that4te42,店铺倒闭：～伓单倒蜀个猪肚（比喻不差那一些）。,,,,hinghwa-RAG词典
5027,触,tak6,tha21,侵犯：我无～汝，汝卜骂我。②招惹：无侬敢～伊。,,,,hinghwa-RAG词典
5028,读开宗,tak7kai1zäng1,tak1khai21lɒŋ533,旧时学生初入学所读的《孝经》中的第一章。喻从头开始学。,,,,hinghwa-RAG词典
5029,贪老,tang1lao5,than13lau21,显得苍老：才五十岁，看会～少少。,,,,hinghwa-RAG词典
5030,贪先,tang1seng1,than21ɬɛŋ533,贪便宜：△～食鲨鱼，刣澈马鲛价（喻想贪便宜而最终没有得到什么好处）。,,,,hinghwa-RAG词典
5031,通,tang1,thaŋ21,表许可：无话～讲,,,,hinghwa-RAG词典
5032,通…伓通…,tang1…ng5tang1…,thaŋ533…ŋ21thaŋ533…,用于反复问句，表示“可以不可以”；“能不能”：我通去伓通去（我可以不可以去）,,,,hinghwa-RAG词典
5033,桐子,tang2zi3,than21ni453,油桐。,,,,hinghwa-RAG词典
5034,桐油灰,tang2iu2huai1,thaŋ21ŋiu13uai533,用桐油和石灰调拌而成的膏状材料，用来堵塞填嵌器物上的缝隙、平整表面。,,,,hinghwa-RAG词典
5035,躺椅,tang2i3,thaŋ21ŋi453,能折成直角可坐可躺的椅子。,,,,hinghwa-RAG词典
5036,潭窠,tang2ko1,thaŋ21kho533,河沟中比其它对方深很多的大坑。,,,,hinghwa-RAG词典
5037,桶心,tang3sing1,than21niŋ533,有提梁的小木桶。,,,,hinghwa-RAG词典
5038,桶箍,tang3kou1,thaŋ21ŋɔu533,用来盛水洗涤桌椅等器具的木桶，较矮，两边有耳。,,,,hinghwa-RAG词典
5039,探,tang4,thaŋ42,汲取：～酱油。②透：写厄字乞～许爿去。,,,,hinghwa-RAG词典
5040,探亡,tang4mäng2,tham42mɒŋ13,莆仙过年风俗，正月初二日互不串门。明嘉靖四十一年（1562）十一月二十九日，倭寇攻陷兴化府城，到处烧杀掠夺，全城死亡3万余人。次年正月下旬，戚继光部队收复府城。逃亡群众才陆续返回，于二月初二日，互相探望伤亡情况。后定于正月初二，人们不上别人家串门。,,,,hinghwa-RAG词典
5041,偷迎杉,tao1ngia2sang1,thau13ŋia13laŋ533,指上世纪八十年代在莆仙延续三年之久的破坏山林乱砍伐杉木行为。,,,,hinghwa-RAG词典
5042,偷看,tao1kua4,thau21khua42,暗瞧。②考试时抄袭。,,,,hinghwa-RAG词典
5043,偷食下,tao1sia2ä5,thau21lia42ɒ21,做手脚。,,,,hinghwa-RAG词典
5044,偷食秤,tao1sia2cing4,thau21lia55liŋ42,短斤少两：今旦买三斤荔枝，乞～六两去。,,,,hinghwa-RAG词典
5045,偷做贼,tao1zo4cek7,thau21tso55tshɛʔ4,当小偷。,,,,hinghwa-RAG词典
5046,…头…尾,tao2…buai3,…thau13…puai453,表示某件事物从头到尾：讲头知尾,,,,hinghwa-RAG词典
5047,头,tao2,thau13,量词。用于多数飞禽走兽：蜀～牛（蠓、象、鸡、鸟、蚁婆、狼狗、猪）。,,,,hinghwa-RAG词典
5048,头牙,tao2gä2,thau21ɒ13,莆仙民俗，每年二月初二，家家户户祭祀神灵。由于正月初二过年，正月十六莆仙很多地方还在过元宵，不举行牙祭仪式。二月初二就被认为是一年中第一个牙祭日，过得比平时的更隆重。,,,,hinghwa-RAG词典
5049,头水乌菜,tao2zui3ou1cai4,thau21lui453ɔu21lai42,第一茬收成的紫菜，质量最好。,,,,hinghwa-RAG词典
5050,头水货,tao2zui3ho4,thau21lui13o42,第一批上市的货物。,,,,hinghwa-RAG词典
5051,头风挰,tao2häng1da2,thau21ɒn21ta13,在最前面挡住大风。,,,,hinghwa-RAG词典
5052,头叫尾应,tao2giao4buai3ing4,thau13kiau42puai453iŋ42,反应很快。,,,,hinghwa-RAG词典
5053,头发尾,tao2huak6buai3,thau21uai55puai453,辫子。,,,,hinghwa-RAG词典
5054,头芒,tao2mung2,thau21muŋ13,头发：～未出。,,,,hinghwa-RAG词典
5055,头夹,tao2ge5,thau42ke21,拢结头发的小发夹。,,,,hinghwa-RAG词典
5056,头年,tao2ning2,thau21niŋ13,第一年。,,,,hinghwa-RAG词典
5057,头先,tao2se1,thau55le533,先；；起初：我～去,,,,hinghwa-RAG词典
5058,头低□,tao2de1ci1,thau13te13tshi533,低头：伊见觉无新色，～（他觉得不好意思，低下头）。,,,,hinghwa-RAG词典
5059,头角,tao2gak6,thau42kaʔ1,位于头部两侧的太阳穴，,,,,hinghwa-RAG词典
5060,头帕,tao2pä4,thau55phɒ42,头巾。,,,,hinghwa-RAG词典
5061,头炉,tao2lou2,thau21lɔu13,元宵游神时，由专人捧着走在最前面的香炉。,,,,hinghwa-RAG词典
5062,头油,tao2iu2,thau21iu13,梳抹头发的油脂。,,,,hinghwa-RAG词典
5063,头面,tao2ming4,thau55miŋ42,脸面。,,,,hinghwa-RAG词典
5064,头养囝,tao2iao3güä3,thau21iau21yɒ453,头胎孩子。,,,,hinghwa-RAG词典
5065,头前,tao2se2,thau21le13,前边，与“后向”相对：～横（前排）,,,,hinghwa-RAG词典
5066,头举悬,tao2güü3ge2,thau13kyɒ21e13,抬起头。,,,,hinghwa-RAG词典
5067,头眩,tao2hüng2,thau13hyŋ13,头晕。,,,,hinghwa-RAG词典
5068,头眩目暗,tao2hüng2mak7ang4,thau13hyŋ13maʔ4aŋ42,头昏眼花。,,,,hinghwa-RAG词典
5069,头浆,tao2ziao1,thau21tsiau533,溪河中用桨划船，在前面划桨的人。,,,,hinghwa-RAG词典
5070,头家,tao2gä1,thau21ɒ533,打麻将的庄家。,,,,hinghwa-RAG词典
5071,头家,tao2ge1,thau21ke533,领导；头头；头目。△～做会着，会好行华侨（指当得上领导比有钱的华侨更好）。,,,,hinghwa-RAG词典
5072,头理臊,tao2li3co1,thau21li453tsho533,长相好看。,,,,hinghwa-RAG词典
5073,头梳,tao2së1,thau21lø533,,,,同【梳囝】在第160页。,hinghwa-RAG词典
5074,头插,tao2cä5,thau42tshɒ21,钗子。旧时女子戴在头上的首饰等装饰品。,,,,hinghwa-RAG词典
5075,头筋,tao2güng1,thau21kyŋ533,头面血管。,,,,hinghwa-RAG词典
5076,头缕髻散,tao2dü2guai4sua4,thau13ty13kuai42ɬua42,非常忙乱。,,,,hinghwa-RAG词典
5077,头搵屎拼,tao2ong4sai3bia4,thau13ɔŋ55ɬai453pia42,拼命去干。,,,,hinghwa-RAG词典
5078,头碗,tao2ua3,thau21ua453,脑袋。,,,,hinghwa-RAG词典
5079,头蜀,tao2sok7,thau21lɔʔ4,第一：～日（第一天）。,,,,hinghwa-RAG词典
5080,头蜀名,tao2sok7mia2,thau21lɔp1mia13,第一名。,,,,hinghwa-RAG词典
5081,头蜀枝香,tao2sok7ki1hiao1,thau21lɔʔ1ki13iau533,正月初八晚上在石室岩菩萨前插下的第一枝香，据说大吉。,,,,hinghwa-RAG词典
5082,头暝元宵,tao2ma2ngüng2siao1,tau21ma13ŋyn21niau533,莆仙有的地方正月初七就开始闹元宵，称“头暝（第一个晚上）元宵”。,,,参看【尾暝元宵】在第26页。,hinghwa-RAG词典
5083,头额顶,tao2kek7deng3,thau21uat4tɛŋ453,头顶上。,,,,hinghwa-RAG词典
5084,头篙,tao2go1,thau21o533,溪河中用竹竿撑船，在前面撑的那个人。,,,,hinghwa-RAG词典
5085,敨,tao3,thau453,解开：包厄物乇～开乞透透气。,,,,hinghwa-RAG词典
5086,毒,tao4,thau42,毒杀：～食虫（驱蛔虫）。,,,,hinghwa-RAG词典
5087,透,tao4,thau42,整个。,,,,hinghwa-RAG词典
5088,透,tao4,thau42,风大：风～。,,,,hinghwa-RAG词典
5089,透,tao4,thau42,整个：～暝昏都无睏（整个晚上都没有睡）。,,,,hinghwa-RAG词典
5090,透日,tao4dik7,thau55liʔ4,整天。,,,,hinghwa-RAG词典
5091,透日光央,tao4dik7gäng1ng1,thau42tik1kɒ21ŋ533,大白天：～摩托车锁者乞侬偷牵行（大白天摩托车锁这儿被人偷了）。,,,,hinghwa-RAG词典
5092,透中午,tao4dong1gou3,thau42lœŋ21ŋɔu453,整个中午；正午：汝～日头偌大去行底落（中午太阳这么大你去哪里）。,,,,hinghwa-RAG词典
5093,透须,tao4siu1,thau55liu533,,,,同【日头须】在第56页。,hinghwa-RAG词典
5094,透食虫,tao4sik7tang2,thau42ɬiʔ1thaŋ13,驱蛔虫。,,,,hinghwa-RAG词典
5095,透路头,tao4dou5tao2,thau42lɔu21lau13,一路上：～都是车。,,,,hinghwa-RAG词典
5096,透暝昏,tao4ma2huai1,thau42ma21uai533,整个晚上。也称透暝、透暝里。,,,,hinghwa-RAG词典
5097,沓,tä2,thɒ13,摞；垒：～椅囝,,,,hinghwa-RAG词典
5098,䖳,tä4,thɒ43,水母，海蜇。,,,,hinghwa-RAG词典
5099,塔螺,tä5lë2,thɒ21lø13,,,,同【敲螺】在第107页。,hinghwa-RAG词典
5100,通瓜,täng1gua1,thɒŋ21ŋua533,见【七箬瓜】。,,,,hinghwa-RAG词典
5101,通吃,täng1cik7,thɒn21tshiʔ4,全收：送来厄礼物伊～。②全赢：者蜀盘伊～。③总管：者地盘上，伊是～到后，谁敢不尊。,,,,hinghwa-RAG词典
5102,统吃到后,täng3cik7gai4ao5,thɒn21ɬiaʔ4kau42au21,全都吃进。引申为全部占有。,,,,hinghwa-RAG词典
5103,蹱,täng5,thɒŋ21,走路不稳貌：行路～阿～。,,,,hinghwa-RAG词典
5104,提,te2,the13,拿：我～三个,,,,hinghwa-RAG词典
5105,窒,tek6,thɛʔ1,塞：～庐鼠瓮（塞老鼠洞）。,,,,hinghwa-RAG词典
5106,窒路,tek6dou5,thɛt4tɔu21,堵住了通路：椅囝搬边，伓通～（椅子搬到一边去，不要堵住道路）。,,,也叫【梗路】在第66页。,hinghwa-RAG词典
5107,踢毽,tek6ke4,thɛk4khe42,踢毽子。,,,,hinghwa-RAG词典
5108,天平箩,teng1ba2lo2,thɛm21ma21lo13,用四根小绳固定挂在秤杆上如锣的铜秤盘。这种称子称出的就是净重。,,,,hinghwa-RAG词典
5109,天竹,teng1dëk6,thɛn13nœʔ1,南天竹。,,,,hinghwa-RAG词典
5110,天罡（扌干）,teng1gäng1kua5,thɛŋ21ŋɒŋ13kua21,凶神附了身。骂人的话。,,,,hinghwa-RAG词典
5111,天罡,teng1gäng1,thɛŋ21ŋɒŋ533,原是一种星名，在莆仙一带借指为不务正业、游手好闲、惹是生非的人，犹指调皮好动的小孩。②坏人。△～遇着客鬼（喻恶人自有恶人磨。客鬼为客死他乡人的鬼魂，它常捉人代替自己，这样它才能超生）。,,,,hinghwa-RAG词典
5112,天罡面,teng1gäng1ming4,thɛŋ21ŋɒŋ13miŋ42,外表有好动而爱作弄人的样子。,,,,hinghwa-RAG词典
5113,天猫天狗,teng1mä2teng1gao3,thɛm21mɒ21thɛŋ13ŋau452,得力干将。,,,,hinghwa-RAG词典
5114,天然,teng1zeng2,thɛn21nɛŋ13,自然：皮肉～白幼，无拍粉。,,,,hinghwa-RAG词典
5115,蛏干,teng1gua1,thɛŋ21kua533,蛏肉的干制品。,,,,hinghwa-RAG词典
5116,蛏埕,teng1dia2,thɛn21nia13,种埕的海滩涂。,,,,hinghwa-RAG词典
5117,蛏溜,teng1liu1,thɛn21liu533,,,,同【插蛏】在第29页。,hinghwa-RAG词典
5118,裎褪脚,teng2të54kä1,thɛn21nø55ɒ533,打赤脚。,,,,hinghwa-RAG词典
5119,裎褪澈,teng2në4ta5,thø42tha21,打赤膊：天时热，干脆～。,,,,hinghwa-RAG词典
5120,趁今,teng4da1,thɛn55na533,趁着：～无雨，厄紧去厝。,,,,hinghwa-RAG词典
5121,趁风趁雨,teng4buai1teng4hou5,thɛm55puai55thɛŋ42hɔu21,无原则地跟随别人做事。,,,,hinghwa-RAG词典
5122,趁正睏,teng4zia4kong4,then55tsia42khɔŋ42,仰面睡。,,,,hinghwa-RAG词典
5123,趁早,teng4zä3,thɛn55nɒ453,赶紧：你～去，无厄伤晏（不然会太迟）。,,,,hinghwa-RAG词典
5124,趁直,teng4dik7,thɛn55tiʔ4,直着：～开。,,,,hinghwa-RAG词典
5125,趁雨,teng4hou5,tshiŋ42hɔu21,冒雨。,,,,hinghwa-RAG词典
5126,趁侬众,teng4nang2zëng4,thɛn533nan55nœŋ42,从众；随大流：做事体乞～。,,,,hinghwa-RAG词典
5127,趁食,teng4sia2,thɛn55niaʔ4,谋生：△～着勤，发财是命（要辛勤劳作才能积累财富，能否发财是命中注定的）。,,,,hinghwa-RAG词典
5128,趁食侬,teng4sia7nang2,thɛn42nia21naŋ13,做小本生意谋生的人。,,,,hinghwa-RAG词典
5129,趁钱,teng4zing2,thɛn42niŋ13,挣钱；赚钱：～顾家庭（赚钱养家）,,,,hinghwa-RAG词典
5130,推刀,të1do1,thø21lo533,刨刀。,,,,hinghwa-RAG词典
5131,退色,të4sek6,thø42ɬɛʔ1,有色的纺织品或纸张颜色变淡或脱落。,,,,hinghwa-RAG词典
5132,退神,të4sing2,thø42ɬiŋ13,神不再显灵了。,,,,hinghwa-RAG词典
5133,褪,të4,thø42,脱：～衫（脱衣服）,,,,hinghwa-RAG词典
5134,褪壳,të4kak6,thø21khaʔ1,蜕皮：大蛇～。,,,,hinghwa-RAG词典
5135,褪衫,të4sä1,thø55lɒ533,脱衣服。,,,,hinghwa-RAG词典
5136,褪草鞋,të4cao3e2,tø21lau13e13,洗尘。,,,,hinghwa-RAG词典
5137,褪袜,të4buai2,thø55puai13,脱袜子。,,,,hinghwa-RAG词典
5138,褪帽,të4bo5,thø42po21,脱帽子。,,,,hinghwa-RAG词典
5139,褪裤,të4kou4,thø55khɔu42,脱裤子：输甲～（输光光）。,,,,hinghwa-RAG词典
5140,褪裤卵,të4kou4leng5,thø21ɔu55lɛŋ533,光屁股。,,,,hinghwa-RAG词典
5141,褪鞋,të4e2,thø42e13,脱鞋子。,,,,hinghwa-RAG词典
5142,焯,tëk6,thœʔ1,把食物放入沸水或汤汁中烫一下就捞起来：～蕹菜,,,,hinghwa-RAG词典
5143,焯米粉,tëk6bi3hong3,thœp4pi13ɔŋ13,莆田米粉快熟，放入沸腾的汤汁中稍微一烫，就可以食用。②比喻速成。,,,,hinghwa-RAG词典
5144,窗□,tëng1këk6,thœn13kœʔ1,用于固定推开式窗扇的插销（关闭时）。,,,,hinghwa-RAG词典
5145,窗拄,tëng1du3,thœn21tu453,支起窗屉的木棍。窗屉是可支起放落的窗架。,,,,hinghwa-RAG词典
5146,窗齿,tëng1ki3,thœŋ21khi453,窗棂。,,,,hinghwa-RAG词典
5147,窗扇,tëng1sing4,thœn21niŋ42,窗门。,,,,hinghwa-RAG词典
5148,啼声叫影,ti2sia1giao4ia3,thi21lia55kiau55ia453,指桑骂槐。,,,,hinghwa-RAG词典
5149,搋蔗禾,ti3zia2hä2,thi21tsia55hɒ13,剔剥甘蔗叶片。,,,,hinghwa-RAG词典
5150,剃和尚秃,ti4hä2süäng5tü2,thi42hɒ21lyɒn21thy13,理光头。,,,,hinghwa-RAG词典
5151,剃面,ti4ming4,thi55miŋ42,修脸。,,,,hinghwa-RAG词典
5152,剃嘴须,ti4cui4siu1,thi55tshui55liu533,刮胡子。△卅暝～，三刀两撇（喻做事马虎应付）。,,,,hinghwa-RAG词典
5153,剪发阿,ti4tao2a1,tsiaŋ13huaʔ1kɛʔ1,理发师。,,,也叫【剪发师】在第195页。,hinghwa-RAG词典
5154,铁斗,ti5dao3,thi55tau453,盛煤的铁桶。,,,,hinghwa-RAG词典
5155,铁钉骨,ti5deng1gok6,thi55ɛŋ13koʔ1,身体瘦小而硬朗。,,,,hinghwa-RAG词典
5156,铁灶,ti5zao4,thi55lau42,旧时指炼铁的窑炉。②地名。,,,,hinghwa-RAG词典
5157,铁线,ti5süä4,thi55lyɒ42,铁丝。,,,,hinghwa-RAG词典
5158,铁绞刀,ti5gä3do1,thi42ɒt1lo533,剪铁片用的剪刀。也称大枝绞刀。,,,,hinghwa-RAG词典
5159,铁笔,ti5bik6,thi42miʔ1,钢笔。,,,,hinghwa-RAG词典
5160,铁鉎,ti5seng1,thi55ɬɛŋ533,铁锈。,,,,hinghwa-RAG词典
5161,铁櫼,ti5zing1,thi55tsiŋ533,将锄头固定在柄上的铁片。,,,,hinghwa-RAG词典
5162,厅,tia1,thia533,厅堂。宅第中，用以会客、宴请的地方。,,,,hinghwa-RAG词典
5163,厅前,tia1se2,thia21le13,厅堂。,,,,hinghwa-RAG词典
5164,听闻,tia1muai2,thia21muai13,听见：～讲话声。②听说：许个新闻我有～。,,,,hinghwa-RAG词典
5165,听嘴,tia1cui4,thia21tshui42,听话：者呆囝大～。,,,,hinghwa-RAG词典
5166,痛脚无目,tia4kä1bo2mak7,thia55khɒ55po21maʔ4,脚上若有伤口，经常会因为不小心碰到。,,,,hinghwa-RAG词典
5167,殄,tiang3,thiaŋ453,程度深：煮无～。,,,,hinghwa-RAG词典
5168,挑手爿,tiao1ciu3be2,thiau21liu13e13,汉字偏旁，提手旁“扌”。,,,,hinghwa-RAG词典
5169,天火,ting1huai3,thin21nuai453,流星。△叫侬去点～（喻叫人去干做不到的事）。,,,,hinghwa-RAG词典
5170,天生地养,ting1sa1de5iao3,thin55ɬa533te21iau453,大自然生育、养育。,,,,hinghwa-RAG词典
5171,天边海头价,ting1bing1hai3tao2gä4,thim21piŋ55hai55lau55ɒ42,远地的海产品价钱与海边的价格相同。谓各处商品价格差不多。,,,,hinghwa-RAG词典
5172,天边海角,ting1bing1hai3gak6,thim21piŋ55hai13kaʔ1,非常偏僻的地方：任你在到～，亦卜找到到。,,,,hinghwa-RAG词典
5173,天动地动,ting1dang5de5dang5,thin21naŋ21ne42laŋ21,震天动地。,,,,hinghwa-RAG词典
5174,天地公,ting1de5gäng1,thin21ne13kɒŋ533,最高之神老天爷：～有目珠。,,,,hinghwa-RAG词典
5175,天地灯,ting1de5deng1,thin21ne13lɛŋ533,挂在厅堂前祀天地的大灯笼。,,,,hinghwa-RAG词典
5176,天光,ting1gung1,thiŋ55kuŋ533,天亮。,,,,hinghwa-RAG词典
5177,天光看籗,ting1gung1kua4kä5,thiŋ55kuŋ55khua42khɒ21,指输赢未定。,,,,hinghwa-RAG词典
5178,天时,ting1si2,thin21ni13,天气：①今旦（今天）～有变,,,,hinghwa-RAG词典
5179,天拍普,ting1päk6pu3,thim55phap4phu453,,,,同【天普普光】见下方。,hinghwa-RAG词典
5180,天顶,ting1deng3,thin55nɛŋ453,天上。,,,,hinghwa-RAG词典
5181,天顶月,ting1deng3guai2,thin21nɛŋ21kuai13,比喻得不到或很难得来的东西：笃是～亦着去撩（争取弄到）。,,,,hinghwa-RAG词典
5182,天顶尾,ting1deng3buai3,thin21nem13muai453,非常高的地方。,,,,hinghwa-RAG词典
5183,天帝生,ting1de4sa1,thin21ne13la533,正月初九，玉皇圣尊的诞辰日。,,,,hinghwa-RAG词典
5184,天普普光,ting1pu3pu3gung1,thiŋ55phu13phu21uŋ533,天蒙蒙亮。,,,也叫【天拍普】见上方。,hinghwa-RAG词典
5185,天暗,ting1ang4,thiŋ55aŋ42,天黑。,,,,hinghwa-RAG词典
5186,添丁,ting1deng1,thin21tɛŋ533,家族内添加了男性后代。,,,,hinghwa-RAG词典
5187,抽山楂,tiu1sang1zai1,thiu21ɬaŋ13tsai533,买山楂（糖葫芦）时的一种类似猜数字游戏。,,,,hinghwa-RAG词典
5188,抽柴头囝,tiu1cä2tao2güä3,khɛŋ21tshɒ21lau13yɒ453,演木偶戏。,,,,hinghwa-RAG词典
5189,抽筋,tiu1güng1,thiu21kyŋ533,抽风。,,,,hinghwa-RAG词典
5190,抽签,tiu1ciang1,thiu21liaŋ533,求签。,,,,hinghwa-RAG词典
5191,丑囝,tiu3güä3,tiu21yɒ453,丑角。△生囝讨某押压，～讨某押拍（长相好的人讨老婆很容易，而长相差的人，很难找到老婆）。,,,,hinghwa-RAG词典
5192,丑囝面,tiu3güä3ming4,thiu21yɒ13miŋ42,滑稽的脸孔。,,,,hinghwa-RAG词典
5193,柱珠,tiu5zou1,thiu21lɔu533,柱子，一般为圆柱形。,,,,hinghwa-RAG词典
5194,讨拍,to3pa5,tho13pha21,找打。,,,,hinghwa-RAG词典
5195,讨侬,to3nang2,tho13naŋ13,找对象。②把人要回来。,,,,hinghwa-RAG词典
5196,讨鱼,to3hü2,tho13y13,打鱼。,,,,hinghwa-RAG词典
5197,讨某,to3pou3,tho21ɔu453,娶老婆。,,,,hinghwa-RAG词典
5198,讨点心,to3diang3sing1,tho13lɛn13niŋ533,莆田民俗，有人升学、升官等，邻居拿礼物上门祝贺，称“讨点心”。,,,,hinghwa-RAG词典
5199,讨食,to3siak7,tho21liaʔ4,觅食：鸟囝飞出～。,,,,hinghwa-RAG词典
5200,讨柴,to3cä2,tho13lɒ13,砍柴；打柴。,,,也叫【拾柴】在第105页。,hinghwa-RAG词典
5201,讨柴阿,to3cä2güä3,tho13lɒ13yɒ453,打柴的。,,,,hinghwa-RAG词典
5202,讨海,to3hai3,tho21ai453,在海上捕鱼。,,,,hinghwa-RAG词典
5203,讨新妇,to3sing1hu5,tho21lim13mu21,为儿子娶亲。,,,,hinghwa-RAG词典
5204,焯米粉,tok6bi3hong3,tœʔ1pi13hɔŋ453,喻速成。,,,,hinghwa-RAG词典
5205,突,tok7,thɔʔ4,降落：架乞～落尾,,,,hinghwa-RAG词典
5206,脱价,tok7gä4,thɔk4kɒ42,降价：商品房有起价，无～。,,,,hinghwa-RAG词典
5207,脱轮,tok7long2,thœt1lɔŋ13,脱臼。,,,,hinghwa-RAG词典
5208,椿,tong1,thɔŋ533,罗汉松。,,,,hinghwa-RAG词典
5209,土𡳞面,tou2leng5ming4,thɔu21lɛp4miŋ42,傻子的脸相。②脸部上凹下凸的形状。,,,,hinghwa-RAG词典
5210,涂（足条）,tou2diao2,tiau21liau13,弹涂鱼。,,,,hinghwa-RAG词典
5211,涂,tou2,thɔu13,泥土：田～,,,,hinghwa-RAG词典
5212,涂工,tou2gäng1,thɔu21ɒŋ533,殡葬时抬灵柩、修墓的人。,,,,hinghwa-RAG词典
5213,涂丸,tou2uai2,thɔu21uai13,泥丸；小土块。,,,,hinghwa-RAG词典
5214,涂车,tou2cia1,thɔu21tshia533,板车。,,,,hinghwa-RAG词典
5215,涂水,tou2zui3,thɔu21lui453,泥水匠；瓦匠。,,,,hinghwa-RAG词典
5216,涂肉,tou2nëk7,thɔu21nœʔ4,田地里的供农作物生长的土壤,,,,hinghwa-RAG词典
5217,涂身,tou2sing1,thɔu21liŋ533,泥土塑的佛像。,,,,hinghwa-RAG词典
5218,涂沙,tou2sua1,thɔu21lua533,泥沙。,,,,hinghwa-RAG词典
5219,涂虱头,tou2sek6tao2,thɔu21let4thau13,后脑扁平。,,,,hinghwa-RAG词典
5220,涂笋冻,tou2song3dang4,thɔu21lɔn13taŋ42,一种莆仙风味食品。用海中的土丘（学名星虫，含有丰富的胶质和蛋白质），经加工、煮炼、冷却后，其汤汁凝结成一块块晶莹剔透的水晶体，星虫在晶体中清晰可见，蘸上佐料吃。,,,,hinghwa-RAG词典
5221,涂浆,tou2ziao1,thɔu21liau533,泥浆。,,,也叫【涂糜浆】见下方。,hinghwa-RAG词典
5222,涂粉,tou2hong3,thɔu21ɔŋ453,尘土。,,,,hinghwa-RAG词典
5223,涂捧,tou2pang2,thɔu21phaŋ13,泥水匠工具，抹墙时装泥浆、水泥浆、石灰等，是一块正方形小木板，有柄。,,,,hinghwa-RAG词典
5224,涂铲,tou2cia3,thɔu21tshia453,取土的铲子。,,,,hinghwa-RAG词典
5225,涂猴,tou2gao2,thɔu21kau13,蝼蛄。,,,,hinghwa-RAG词典
